xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,CUM_MEAN(height),CUM_MEAN(onpix ),CUM_MEAN(width ),CUM_MEAN(x2bar),CUM_MEAN(x2ybar),CUM_MEAN(xbar ),CUM_MEAN(xbox ),CUM_MEAN(xedge ),CUM_MEAN(xedgey),CUM_MEAN(xy2bar),CUM_MEAN(xybar ),CUM_MEAN(y2bar ),CUM_MEAN(ybar ),CUM_MEAN(ybox ),CUM_MEAN(yedge ),CUM_MEAN(yedgex),CUM_SUM(height),height * x2bar,height * x2ybar,height * xbar ,height * xedge ,height * xedgey,height * xy2bar,height * xybar ,height * y2bar ,height * ybar ,height * yedge ,height * yedgex,onpix  * x2bar,onpix  * x2ybar,onpix  * xedge ,onpix  * xybar ,onpix  * y2bar ,onpix  * yedge ,onpix  * yedgex,width  * x2bar,width  * x2ybar,width  * xbar ,width  * xedgey,width  * xy2bar,width  * xybar ,width  * y2bar ,width  * ybar ,width  * yedgex,x2bar * x2ybar,x2bar * xbar ,x2bar * xedge ,x2bar * xy2bar,x2bar * xybar ,x2bar * y2bar ,x2bar * ybar ,x2bar * yedge ,x2ybar * xbar ,x2ybar * xedge ,x2ybar * xy2bar,x2ybar * xybar ,x2ybar * y2bar ,x2ybar * ybar ,x2ybar * ybox ,x2ybar * yedgex,xbar  * xbox ,xbar  * xedgey,xbar  * xy2bar,xbar  * xybar ,xbar  * y2bar ,xbar  * ybar ,xbar  * ybox ,xbar  * yedgex,xbox  * xy2bar,xbox  * xybar ,xbox  * ybar ,xbox  * yedgex,xedge  * y2bar ,xedge  * yedge ,xedgey * xy2bar,xedgey * xybar ,xedgey * yedgex,xy2bar * xybar ,xy2bar * y2bar ,xy2bar * ybar ,xy2bar * ybox ,xy2bar * yedgex,xybar  * y2bar ,xybar  * ybar ,xybar  * ybox ,xybar  * yedgex,y2bar  * ybar ,y2bar  * yedge ,y2bar  * yedgex,ybar  * ybox ,ybar  * yedgex,ybox  * yedgex
7,10,10,8,7,5,8,4,1,7,9,8,8,10,0,7,5.353745166801547,3.5013038395827714,5.1204028414710905,4.6398705152414355,6.488355363726283,6.881485477924647,4.019872313640859,3.0480172646344754,8.342685010340796,7.926625303479903,8.290261667116267,5.17858106285406,7.513263195755777,7.01555615502203,3.6820429817462457,7.782033989749123,59539.0,32.0,72.0,40.0,64.0,80.0,64.0,56.0,8.0,64.0,0.0,56.0,28.0,63.0,56.0,49.0,7.0,0.0,49.0,40.0,90.0,50.0,100.0,80.0,70.0,10.0,80.0,70.0,36.0,20.0,32.0,32.0,28.0,4.0,32.0,0.0,45.0,72.0,72.0,63.0,9.0,72.0,90.0,63.0,35.0,50.0,40.0,35.0,5.0,40.0,50.0,35.0,56.0,49.0,56.0,49.0,8.0,0.0,80.0,70.0,70.0,56.0,8.0,64.0,80.0,56.0,7.0,56.0,70.0,49.0,8.0,0.0,7.0,80.0,56.0,70.0
6,10,8,7,6,7,7,2,9,12,6,9,1,9,6,8,5.3538931846790145,3.5015285020679734,5.120661751483546,4.639633159503687,6.488311454774321,6.881496133788887,4.020050350656357,3.0478331235389318,8.342744110771443,7.9267218126236285,8.290595216687645,5.178924653839237,7.513217047293653,7.015824491997842,3.6822513936342385,7.782053587484265,59546.0,14.0,42.0,49.0,7.0,63.0,63.0,84.0,63.0,49.0,42.0,56.0,12.0,36.0,6.0,72.0,54.0,36.0,48.0,16.0,48.0,56.0,72.0,72.0,96.0,72.0,56.0,64.0,12.0,14.0,2.0,18.0,24.0,18.0,14.0,12.0,42.0,6.0,54.0,72.0,54.0,42.0,60.0,48.0,42.0,63.0,63.0,84.0,63.0,49.0,70.0,56.0,54.0,72.0,42.0,48.0,9.0,6.0,81.0,108.0,72.0,108.0,81.0,63.0,90.0,72.0,108.0,84.0,120.0,96.0,63.0,54.0,72.0,70.0,56.0,80.0
2,3,3,2,2,7,7,1,7,10,5,9,1,8,4,9,5.353591656927088,3.5013935089454282,5.120471095927358,4.639305942641374,6.488177649914592,6.881506787737122,4.019868740447721,3.047649015553358,8.342713296772454,7.926818304414277,8.290748898678414,5.179088375438281,7.513170907129371,7.0154634541041085,3.682279960442327,7.782163085498516,59548.0,2.0,10.0,14.0,2.0,16.0,18.0,20.0,14.0,14.0,8.0,18.0,2.0,10.0,2.0,20.0,14.0,8.0,18.0,3.0,15.0,21.0,24.0,27.0,30.0,21.0,21.0,27.0,5.0,7.0,1.0,9.0,10.0,7.0,7.0,4.0,35.0,5.0,45.0,50.0,35.0,35.0,15.0,45.0,14.0,56.0,63.0,70.0,49.0,49.0,21.0,63.0,18.0,20.0,14.0,18.0,7.0,4.0,72.0,80.0,72.0,90.0,63.0,63.0,27.0,81.0,70.0,70.0,30.0,90.0,49.0,28.0,63.0,21.0,63.0,27.0
2,5,4,3,2,8,9,4,4,11,4,3,1,10,2,8,5.353380079108234,3.5012585400934917,5.12037037037037,4.639248471772744,6.487953973390867,6.8816073354908305,4.019687162891047,3.0474649406688243,8.342862279755483,7.926375404530744,8.29099244875944,5.178982380438691,7.513304566702625,7.015282272563826,3.68212873067242,7.782182668104999,59551.0,12.0,12.0,24.0,3.0,30.0,9.0,33.0,12.0,27.0,6.0,24.0,8.0,8.0,2.0,22.0,8.0,4.0,16.0,16.0,16.0,32.0,40.0,12.0,44.0,16.0,36.0,32.0,16.0,32.0,4.0,12.0,44.0,16.0,36.0,8.0,32.0,4.0,12.0,44.0,16.0,36.0,20.0,32.0,16.0,80.0,24.0,88.0,32.0,72.0,40.0,64.0,6.0,22.0,18.0,16.0,4.0,2.0,30.0,110.0,80.0,33.0,12.0,27.0,15.0,24.0,44.0,99.0,55.0,88.0,36.0,8.0,32.0,45.0,72.0,40.0
3,6,4,4,2,8,7,7,4,10,5,8,3,8,3,7,5.353258426966292,3.501123595505618,5.120269662921348,4.639460674157303,6.487820224719101,6.881707865168539,4.0195955056179775,3.0474606741573034,8.342831460674157,7.92638202247191,8.291146067415731,5.178876404494382,7.513258426966292,7.015191011235955,3.6820674157303372,7.7821123595505615,59555.0,28.0,20.0,32.0,12.0,32.0,32.0,40.0,16.0,28.0,12.0,28.0,14.0,10.0,6.0,20.0,8.0,6.0,14.0,28.0,20.0,32.0,32.0,32.0,40.0,16.0,28.0,28.0,35.0,56.0,21.0,56.0,70.0,28.0,49.0,21.0,40.0,15.0,40.0,50.0,20.0,35.0,30.0,35.0,24.0,64.0,64.0,80.0,32.0,56.0,48.0,56.0,24.0,30.0,21.0,21.0,12.0,9.0,64.0,80.0,56.0,80.0,32.0,56.0,48.0,56.0,40.0,70.0,60.0,70.0,28.0,12.0,28.0,42.0,49.0,42.0
4,8,4,6,4,7,7,7,4,10,6,8,3,8,3,6,5.353316555815208,3.5011684342980405,5.120168973575409,4.639672838396549,6.487776379651267,6.8817184972137335,4.019593744382528,3.047456408412727,8.342800647132842,7.926388639223441,8.291299658457667,5.178770447600216,7.5132122955239975,7.015279525435916,3.6820061118101743,7.781952184073342,59561.0,42.0,36.0,42.0,18.0,48.0,48.0,60.0,24.0,42.0,18.0,36.0,28.0,24.0,12.0,40.0,16.0,12.0,24.0,28.0,24.0,28.0,32.0,32.0,40.0,16.0,28.0,24.0,42.0,49.0,21.0,56.0,70.0,28.0,49.0,21.0,42.0,18.0,48.0,60.0,24.0,42.0,48.0,36.0,28.0,56.0,56.0,70.0,28.0,49.0,56.0,42.0,32.0,40.0,28.0,24.0,12.0,9.0,64.0,80.0,48.0,80.0,32.0,56.0,64.0,48.0,40.0,70.0,80.0,60.0,28.0,12.0,24.0,56.0,42.0,48.0
2,4,2,3,1,3,4,3,7,3,1,7,0,7,1,6,5.353105059764537,3.500943650579671,5.119888559360115,4.639525478565651,6.487283185045385,6.88136964141278,4.019412240496091,3.0471825289835537,8.342679967646266,7.926305383301878,8.290824121506246,5.1789341242023905,7.512896557922171,7.015008537790959,3.681765075941404,7.781792037386538,59564.0,9.0,3.0,9.0,0.0,21.0,21.0,9.0,21.0,12.0,3.0,18.0,3.0,1.0,0.0,3.0,7.0,1.0,6.0,6.0,2.0,6.0,14.0,14.0,6.0,14.0,8.0,12.0,3.0,9.0,0.0,21.0,9.0,21.0,12.0,3.0,3.0,0.0,7.0,3.0,7.0,4.0,4.0,6.0,6.0,21.0,21.0,9.0,21.0,12.0,12.0,18.0,14.0,6.0,8.0,12.0,0.0,0.0,49.0,21.0,42.0,21.0,49.0,28.0,28.0,42.0,21.0,12.0,12.0,18.0,28.0,7.0,42.0,16.0,24.0,24.0
1,0,2,1,1,6,9,7,3,7,5,7,2,7,4,10,5.352713874910137,3.5007189072609632,5.119608195542775,4.639737598849749,6.48714953271028,6.881290438533429,4.019140905823149,3.0470884255930986,8.34255930984903,7.926222142343637,8.290708123652049,5.178738317757009,7.51303019410496,7.014378145219267,3.6817936736161037,7.781991373112868,59565.0,7.0,5.0,6.0,2.0,7.0,7.0,7.0,3.0,9.0,4.0,10.0,7.0,5.0,2.0,7.0,3.0,4.0,10.0,14.0,10.0,12.0,14.0,14.0,14.0,6.0,18.0,20.0,35.0,42.0,14.0,49.0,49.0,21.0,63.0,28.0,30.0,10.0,35.0,35.0,15.0,45.0,0.0,50.0,6.0,42.0,42.0,42.0,18.0,54.0,0.0,60.0,7.0,7.0,9.0,10.0,6.0,8.0,49.0,49.0,70.0,49.0,21.0,63.0,0.0,70.0,21.0,63.0,0.0,70.0,27.0,12.0,30.0,0.0,90.0,0.0
3,5,6,6,2,8,3,3,2,7,1,8,3,6,3,8,5.352772037020397,3.5005840596639413,5.119687303441459,4.6395902596819125,6.48665648306227,6.881390960553508,4.0190493305777695,3.0470841944469402,8.342348818402373,7.926228771677599,8.290592146643903,5.17845269116722,7.512624674274418,7.0141971426004135,3.681732410818582,7.782010962350616,59571.0,18.0,6.0,48.0,18.0,36.0,48.0,42.0,12.0,18.0,18.0,48.0,6.0,2.0,6.0,14.0,4.0,6.0,16.0,18.0,6.0,48.0,36.0,48.0,42.0,12.0,18.0,48.0,3.0,24.0,9.0,24.0,21.0,6.0,9.0,9.0,8.0,3.0,8.0,7.0,2.0,3.0,5.0,8.0,24.0,48.0,64.0,56.0,16.0,24.0,40.0,64.0,24.0,21.0,9.0,24.0,6.0,9.0,48.0,42.0,48.0,56.0,16.0,24.0,40.0,64.0,14.0,21.0,35.0,56.0,6.0,6.0,16.0,15.0,24.0,40.0
4,10,4,8,1,0,1,5,6,0,0,6,0,8,0,8,5.353009883198562,3.500359389038634,5.11958670260557,4.639622641509434,6.48607367475292,6.880772686433064,4.019047619047619,3.04681042228212,8.342318059299192,7.926055705300988,8.28984725965858,5.178526504941599,7.51203953279425,7.014465408805031,3.681401617250674,7.782030548068284,59579.0,40.0,0.0,0.0,0.0,64.0,48.0,0.0,48.0,8.0,0.0,64.0,5.0,0.0,0.0,0.0,6.0,0.0,8.0,20.0,0.0,0.0,32.0,24.0,0.0,24.0,4.0,32.0,0.0,0.0,0.0,30.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,32.0,0.0,0.0,48.0,0.0,64.0,0.0,36.0,6.0,60.0,48.0,0.0,0.0,0.0,0.0,6.0,0.0,48.0,10.0,8.0,80.0
4,10,5,7,3,5,11,8,4,7,3,9,3,7,6,11,5.353157847453059,3.500314437157488,5.11957595903333,4.639924535082203,6.485760488725182,6.8806037193423775,4.019045907824993,3.0468062168717993,8.342197466534902,7.926152187584224,8.289731380828318,5.178420627077531,7.51235288832989,7.014733626808014,3.681609918246339,7.782319647830383,59586.0,56.0,21.0,35.0,21.0,49.0,63.0,49.0,28.0,77.0,42.0,77.0,24.0,9.0,9.0,21.0,12.0,18.0,33.0,40.0,15.0,25.0,35.0,45.0,35.0,20.0,55.0,55.0,24.0,40.0,24.0,72.0,56.0,32.0,88.0,48.0,15.0,9.0,27.0,21.0,12.0,33.0,30.0,33.0,20.0,35.0,45.0,35.0,20.0,55.0,50.0,55.0,36.0,28.0,44.0,44.0,12.0,18.0,63.0,49.0,77.0,63.0,36.0,99.0,90.0,99.0,28.0,77.0,70.0,77.0,44.0,24.0,44.0,110.0,121.0,110.0
5,9,6,6,2,9,4,3,9,15,4,11,0,7,0,8,5.353215954006468,3.500179662234998,5.119655048508803,4.639777218828602,6.485537190082645,6.880794107078692,4.019134028027309,3.0465325188645345,8.342076895436579,7.926428314768236,8.290334171757097,5.178763923823213,7.5120373697448795,7.014911965504851,3.6812791951131874,7.782339202299677,59592.0,18.0,24.0,54.0,0.0,42.0,66.0,90.0,54.0,24.0,0.0,48.0,6.0,8.0,0.0,30.0,18.0,0.0,16.0,18.0,24.0,54.0,42.0,66.0,90.0,54.0,24.0,48.0,12.0,27.0,0.0,33.0,45.0,27.0,12.0,0.0,36.0,0.0,44.0,60.0,36.0,16.0,36.0,32.0,45.0,63.0,99.0,135.0,81.0,36.0,81.0,72.0,55.0,75.0,20.0,40.0,0.0,0.0,77.0,105.0,56.0,165.0,99.0,44.0,99.0,88.0,135.0,60.0,135.0,120.0,36.0,0.0,72.0,36.0,32.0,72.0
6,11,8,8,8,8,4,6,5,8,7,8,9,7,6,5,5.35345369621845,3.500583849815863,5.1199137698733495,4.639899398185574,6.4855834007006194,6.8808946375639986,4.019311955447768,3.047067277463397,8.341956345998383,7.926434923201294,8.290308093056678,5.1787478667025955,7.511721907841552,7.015269918261025,3.681487469684721,7.782089284110302,59600.0,48.0,56.0,64.0,72.0,56.0,64.0,64.0,40.0,32.0,48.0,40.0,48.0,56.0,72.0,64.0,40.0,48.0,40.0,48.0,56.0,64.0,56.0,64.0,64.0,40.0,32.0,40.0,42.0,48.0,54.0,48.0,48.0,30.0,24.0,36.0,56.0,63.0,56.0,56.0,35.0,28.0,77.0,35.0,48.0,56.0,64.0,64.0,40.0,32.0,88.0,40.0,48.0,48.0,24.0,30.0,45.0,54.0,56.0,56.0,35.0,64.0,40.0,32.0,88.0,40.0,40.0,32.0,88.0,40.0,20.0,30.0,25.0,44.0,20.0,55.0
3,7,4,5,3,8,8,7,5,7,5,6,2,8,8,8,5.3534219507813905,3.5005388898868333,5.119813184839231,4.640111370576612,6.4854499730555055,6.880995149991018,4.019220405963715,3.0469732351356207,8.341925633195617,7.926261900485001,8.290192204059638,5.178731812466319,7.51176576252919,7.015268546793605,3.681875336806179,7.782108855757141,59605.0,35.0,25.0,40.0,10.0,40.0,30.0,35.0,25.0,40.0,40.0,40.0,21.0,15.0,6.0,21.0,15.0,24.0,24.0,28.0,20.0,32.0,32.0,24.0,28.0,20.0,32.0,32.0,35.0,56.0,14.0,42.0,49.0,35.0,56.0,56.0,40.0,10.0,30.0,35.0,25.0,40.0,35.0,40.0,24.0,64.0,48.0,56.0,40.0,64.0,56.0,64.0,18.0,21.0,24.0,24.0,10.0,16.0,48.0,56.0,64.0,42.0,30.0,48.0,42.0,48.0,35.0,56.0,49.0,56.0,40.0,40.0,40.0,56.0,64.0,56.0
8,10,8,8,4,5,8,2,9,9,10,4,5,11,7,3,5.353659631791648,3.500583744948361,5.120071845532106,4.639874270318814,6.485765603951505,6.880826223619219,4.019577907498878,3.047148630444544,8.342164346654693,7.925909295015717,8.290255949708127,5.179074988774135,7.511809609339919,7.015536596317917,3.682173327346206,7.781679389312977,59613.0,16.0,80.0,40.0,40.0,88.0,32.0,72.0,72.0,64.0,56.0,24.0,8.0,40.0,20.0,36.0,36.0,28.0,12.0,16.0,80.0,40.0,88.0,32.0,72.0,72.0,64.0,24.0,20.0,10.0,10.0,8.0,18.0,18.0,16.0,14.0,50.0,50.0,40.0,90.0,90.0,80.0,100.0,30.0,40.0,55.0,20.0,45.0,45.0,40.0,50.0,15.0,32.0,72.0,64.0,24.0,45.0,35.0,44.0,99.0,33.0,36.0,36.0,32.0,40.0,12.0,81.0,72.0,90.0,27.0,72.0,63.0,27.0,80.0,24.0,30.0
1,1,2,2,1,6,7,8,6,6,6,6,2,8,3,8,5.353358477011494,3.500359195402299,5.119791666666667,4.640176005747127,6.485721982758621,6.880747126436781,4.019306752873563,3.0470545977011496,8.342133620689655,7.925736350574713,8.290050287356323,5.179148706896552,7.511763649425287,7.014996408045977,3.6821120689655173,7.781698994252873,59615.0,16.0,12.0,12.0,4.0,16.0,12.0,12.0,12.0,14.0,6.0,16.0,8.0,6.0,2.0,6.0,6.0,3.0,8.0,16.0,12.0,12.0,16.0,12.0,12.0,12.0,14.0,16.0,48.0,48.0,16.0,48.0,48.0,48.0,56.0,24.0,36.0,12.0,36.0,36.0,36.0,42.0,6.0,48.0,6.0,48.0,36.0,36.0,36.0,42.0,6.0,48.0,6.0,6.0,7.0,8.0,12.0,6.0,48.0,48.0,64.0,36.0,36.0,42.0,6.0,48.0,36.0,42.0,6.0,48.0,42.0,18.0,48.0,7.0,56.0,8.0
7,14,7,8,4,6,8,2,7,11,7,8,4,9,4,7,5.353596121037982,3.5004040585435936,5.119960492053515,4.639938942264524,6.4857681601867645,6.8806680434587415,4.0195743916674145,3.047140163419233,8.3421926910299,7.9257430187662745,8.290293615875012,5.179312202568017,7.511807488551675,7.015623597018946,3.6821406123731704,7.781628804884619,59623.0,16.0,56.0,48.0,32.0,72.0,64.0,88.0,56.0,64.0,32.0,56.0,8.0,28.0,16.0,44.0,28.0,16.0,28.0,14.0,49.0,42.0,63.0,56.0,77.0,49.0,56.0,49.0,14.0,12.0,8.0,16.0,22.0,14.0,16.0,8.0,42.0,28.0,56.0,77.0,49.0,56.0,98.0,49.0,42.0,54.0,48.0,66.0,42.0,48.0,84.0,42.0,56.0,77.0,56.0,49.0,28.0,16.0,72.0,99.0,63.0,88.0,56.0,64.0,112.0,56.0,77.0,88.0,154.0,77.0,56.0,28.0,49.0,112.0,56.0,98.0
4,9,6,7,5,8,8,6,6,8,5,7,3,8,6,10,5.353743939666009,3.5005386963548215,5.120039504399354,4.640061052253547,6.485634763871431,6.880768540132879,4.019572634225175,3.0471359310468666,8.342161968037349,7.925659903034656,8.290267552522895,5.1793858861555035,7.51185131980607,7.015801759741426,3.682348716107021,7.78182797629736,59630.0,42.0,35.0,56.0,21.0,56.0,49.0,56.0,42.0,56.0,42.0,70.0,30.0,25.0,15.0,40.0,30.0,30.0,50.0,36.0,30.0,48.0,48.0,42.0,48.0,36.0,48.0,60.0,30.0,48.0,18.0,42.0,48.0,36.0,48.0,36.0,40.0,15.0,35.0,40.0,30.0,40.0,45.0,50.0,32.0,64.0,56.0,64.0,48.0,64.0,72.0,80.0,28.0,32.0,32.0,40.0,18.0,18.0,56.0,64.0,80.0,56.0,42.0,56.0,63.0,70.0,48.0,64.0,72.0,80.0,48.0,36.0,60.0,72.0,80.0,90.0
2,4,3,5,2,8,8,6,2,7,8,10,2,9,5,9,5.353712182422121,3.500403985995152,5.11984917856181,4.640183140317802,6.485770715504085,6.880869018762905,4.019391327767304,3.04704192476883,8.342221025226682,7.925846126223179,8.290151719184847,5.179100457850795,7.511895143190592,7.015531017146961,3.682467007810396,7.781937337283418,59635.0,30.0,40.0,40.0,10.0,45.0,50.0,35.0,10.0,40.0,25.0,45.0,12.0,16.0,4.0,14.0,4.0,10.0,18.0,18.0,24.0,24.0,27.0,30.0,21.0,6.0,24.0,27.0,48.0,48.0,12.0,60.0,42.0,12.0,48.0,30.0,64.0,16.0,80.0,56.0,16.0,64.0,32.0,72.0,16.0,72.0,80.0,56.0,16.0,64.0,32.0,72.0,20.0,14.0,16.0,18.0,4.0,10.0,90.0,63.0,81.0,70.0,20.0,80.0,40.0,90.0,14.0,56.0,28.0,63.0,16.0,10.0,18.0,32.0,72.0,36.0
2,3,3,2,2,7,8,5,9,6,6,9,1,8,7,8,5.353411131059246,3.500269299820467,5.119658886894076,4.640215439856373,6.485727109515261,6.880879712746858,4.019210053859964,3.046858168761221,8.342190305206463,7.925942549371634,8.289946140035907,5.179443447037702,7.511938958707361,7.015170556552962,3.6827648114901255,7.7819569120287255,59637.0,10.0,12.0,14.0,2.0,16.0,18.0,12.0,18.0,16.0,14.0,16.0,10.0,12.0,2.0,12.0,18.0,14.0,16.0,15.0,18.0,21.0,24.0,27.0,18.0,27.0,24.0,24.0,30.0,35.0,5.0,45.0,30.0,45.0,40.0,35.0,42.0,6.0,54.0,36.0,54.0,48.0,18.0,48.0,14.0,56.0,63.0,42.0,63.0,56.0,21.0,56.0,18.0,12.0,16.0,16.0,9.0,7.0,72.0,48.0,64.0,54.0,81.0,72.0,27.0,72.0,54.0,48.0,18.0,48.0,72.0,63.0,72.0,24.0,64.0,24.0
5,9,6,7,4,5,7,6,9,6,6,10,1,6,5,10,5.353558926487748,3.5003141549232564,5.119737905035454,4.640337492146127,6.485683511354456,6.880710887712055,4.019298088142896,3.046674445740957,8.341980073602011,7.926128713759986,8.28974059779194,5.179786374652186,7.511893007808994,7.015348711964815,3.682883044609999,7.782156000359034,59644.0,42.0,42.0,35.0,7.0,42.0,70.0,42.0,63.0,49.0,35.0,70.0,24.0,24.0,4.0,24.0,36.0,20.0,40.0,36.0,36.0,30.0,36.0,60.0,36.0,54.0,42.0,60.0,36.0,30.0,6.0,60.0,36.0,54.0,42.0,30.0,30.0,6.0,60.0,36.0,54.0,42.0,54.0,60.0,25.0,30.0,50.0,30.0,45.0,35.0,45.0,50.0,50.0,30.0,35.0,50.0,9.0,5.0,60.0,36.0,60.0,60.0,90.0,70.0,90.0,100.0,54.0,42.0,54.0,60.0,63.0,45.0,90.0,63.0,70.0,90.0
2,6,3,4,1,6,14,0,5,8,10,7,0,8,0,8,5.353437443905942,3.5000897504936277,5.119547657512117,4.639921019565608,6.485998922994076,6.880631843475139,4.019116855142704,3.046401005205529,8.341949380721594,7.9260455932507625,8.289714593430263,5.179770238736313,7.5124753186142526,7.0152575839167115,3.6825525040387723,7.782175551965536,59648.0,0.0,40.0,24.0,0.0,32.0,28.0,32.0,20.0,56.0,0.0,32.0,0.0,10.0,0.0,8.0,5.0,0.0,8.0,0.0,30.0,18.0,24.0,21.0,24.0,15.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,70.0,80.0,50.0,140.0,60.0,80.0,12.0,48.0,42.0,48.0,30.0,84.0,36.0,48.0,14.0,16.0,28.0,16.0,0.0,0.0,56.0,64.0,64.0,56.0,35.0,98.0,42.0,56.0,40.0,112.0,48.0,64.0,70.0,0.0,40.0,84.0,112.0,48.0
3,5,5,3,3,9,6,3,6,10,4,7,4,7,6,9,5.353226240689222,3.5000448712196,5.119536929013731,4.639773849053217,6.48577582338688,6.880822040743068,4.019025397110293,3.04648658350534,8.341828950910886,7.9259624876604144,8.289868078614377,5.179843848155793,7.512339585389931,7.015076729785515,3.6827604774297766,7.782284842502019,59651.0,9.0,12.0,27.0,12.0,21.0,21.0,30.0,18.0,18.0,18.0,27.0,9.0,12.0,12.0,30.0,18.0,18.0,27.0,15.0,20.0,45.0,35.0,35.0,50.0,30.0,30.0,45.0,12.0,27.0,12.0,21.0,30.0,18.0,18.0,18.0,36.0,16.0,28.0,40.0,24.0,24.0,20.0,36.0,27.0,63.0,63.0,90.0,54.0,54.0,45.0,81.0,21.0,30.0,18.0,27.0,24.0,24.0,49.0,70.0,63.0,70.0,42.0,42.0,35.0,63.0,60.0,60.0,50.0,90.0,36.0,36.0,54.0,30.0,54.0,45.0
6,9,8,8,7,7,7,2,4,7,8,10,8,7,4,8,5.353463747307968,3.5003589375448674,5.119795405599426,4.639536970567121,6.485911701363963,6.880832735104092,4.019203158650395,3.0469310839913857,8.341708542713567,7.926148600143575,8.289752333094041,5.179737975592247,7.512293610911701,7.015254845656855,3.682788944723618,7.782304379038047,59659.0,16.0,64.0,56.0,64.0,56.0,80.0,56.0,32.0,56.0,32.0,64.0,14.0,56.0,56.0,49.0,28.0,28.0,56.0,16.0,64.0,56.0,56.0,80.0,56.0,32.0,56.0,64.0,16.0,14.0,16.0,20.0,14.0,8.0,14.0,8.0,56.0,64.0,80.0,56.0,32.0,56.0,72.0,64.0,42.0,49.0,70.0,49.0,28.0,49.0,63.0,56.0,60.0,42.0,42.0,48.0,32.0,32.0,70.0,49.0,56.0,70.0,40.0,70.0,90.0,80.0,28.0,49.0,63.0,56.0,28.0,16.0,32.0,63.0,56.0,72.0
4,5,6,5,7,7,7,5,5,6,6,8,9,9,8,8,5.35343203230148,3.500672947510094,5.1198743831314495,4.639569313593539,6.485868102288022,6.880843427545985,4.019201435621355,3.0474652310453116,8.34176760879318,7.926155226558995,8.28954688200987,5.179721848362495,7.512247644683715,7.01507402422611,3.6831763122476446,7.782323912068192,59664.0,25.0,30.0,35.0,45.0,45.0,40.0,30.0,25.0,35.0,40.0,40.0,35.0,42.0,63.0,42.0,35.0,56.0,56.0,30.0,36.0,42.0,54.0,48.0,36.0,30.0,42.0,48.0,30.0,35.0,45.0,40.0,30.0,25.0,35.0,40.0,42.0,54.0,48.0,36.0,30.0,42.0,30.0,48.0,28.0,63.0,56.0,42.0,35.0,49.0,35.0,56.0,32.0,24.0,28.0,32.0,45.0,72.0,72.0,54.0,72.0,48.0,40.0,56.0,40.0,64.0,30.0,42.0,30.0,48.0,35.0,40.0,40.0,35.0,56.0,40.0
3,8,4,6,2,6,8,8,7,9,8,14,2,9,4,10,5.353490041270411,3.5005383097075184,5.119773909922842,4.639870805670196,6.486003947604522,6.880764399784676,4.019109994616903,3.0473712542616185,8.34182666427418,7.926700161492913,8.289610622644895,5.179885160595729,7.5122914049883365,7.015162390095101,3.683204737125426,7.7825228781625695,59670.0,48.0,48.0,36.0,12.0,54.0,84.0,54.0,42.0,48.0,24.0,60.0,16.0,16.0,4.0,18.0,14.0,8.0,20.0,32.0,32.0,24.0,36.0,56.0,36.0,28.0,32.0,40.0,64.0,48.0,16.0,112.0,72.0,56.0,64.0,32.0,48.0,16.0,112.0,72.0,56.0,64.0,64.0,80.0,18.0,54.0,84.0,54.0,42.0,48.0,48.0,60.0,42.0,27.0,24.0,30.0,14.0,8.0,126.0,81.0,90.0,126.0,98.0,112.0,112.0,140.0,63.0,72.0,72.0,90.0,56.0,28.0,70.0,64.0,80.0,80.0
2,2,3,3,2,8,7,7,5,8,6,7,2,9,9,8,5.353278909123531,3.5004036960617206,5.119583744505248,4.640082533417063,6.485960348075715,6.880864806674442,4.018928859782902,3.0472772943392843,8.341885709159415,7.926617027002781,8.289584641607608,5.179869023055531,7.512245447205526,7.014712478693819,3.6836817080828923,7.782542388086481,59673.0,21.0,18.0,24.0,6.0,27.0,21.0,24.0,15.0,21.0,27.0,24.0,14.0,12.0,4.0,16.0,10.0,18.0,16.0,21.0,18.0,24.0,27.0,21.0,24.0,15.0,21.0,24.0,42.0,56.0,14.0,49.0,56.0,35.0,49.0,63.0,48.0,12.0,42.0,48.0,30.0,42.0,12.0,48.0,16.0,72.0,56.0,64.0,40.0,56.0,16.0,64.0,14.0,16.0,14.0,16.0,10.0,18.0,63.0,72.0,72.0,56.0,35.0,49.0,14.0,56.0,40.0,56.0,16.0,64.0,35.0,45.0,40.0,14.0,56.0,16.0
